user,hike_id
Bergamotte,ober tatelishorn 2962m_46.45_7.66
gbal,le gole della breggia una passeggiata attraverso la storia della terra_45.85_9.01
siso,ghiacciaio d aurona 2600 m via alpe veglia_46.26_8.13
Kaj,genusskraxeln auf dem grauchopf 2218m_47.25_9.33
igor,prove torronifere_46.35_9.04
Roald,lplihorn 3006 m from sertig_46.7_9.84
Roald,rad ner rothorn 3022 m bike hike from davos_46.76_9.9
Bergamotte,traumtag am balfrin 3796m_46.16_7.85
tricky,calanda_46.92_9.46
SCM,sidelhorn 2764m_46.56_8.32
Schneemann,dawinkopf 2968m abbruch gipfelgrat_47.14_10.47
cai56,attraversata del passo romilla_46.24_9.67
milan,s ntis 2502m ber die nasenl cher und den h enerberggrat_47.26_9.34
MatthiasG,tilisuna schwarzhorn berschreitung_47.04_9.88
tignoelino,tamierhorn val formazza_46.41_8.44
Urs,augstenberg_47.09_9.61
beppu,niederhorn via b renpfad gemmenalphorn 2062 m_46.72_7.8
CampoTencia,dammah tte chelenalph tte bergseeh tte_46.66_8.47
CampoTencia,arosa medergen sap n langwies_46.8_9.72
saldeg,lofoten flakstatinden 484m_68.1_13.3
saldeg,lofoten moltinden 696 m_68.09_13.24
saldeg,lofoten lake agvatnet_67.89_12.92
saldeg,lofoten varden 585m_68.25_14.12
paul_sch,patteriol 3 056m hike bike_47.08_10.22
Bertrand,travers e de la chaine de belledonne trailrun 52k 3400m_45.16_5.88
siso,passo de balniscio 2353 m_46.44_9.3
SCM,redwood national and states parks_41.4_-124.06
SCM,point reyes national seashore_38_-123.02
Max64,monte colmet 3024m cima sud e nord anello al col de la croix_45.72_6.99
cai56,monte gradiccioli_46.07_8.88
Curi,spieser und wertacher h rnle_47.54_10.4
CampoTencia,rotsteinpass lisengrat_47.26_9.4
Curi,nochmal ber die rappenk pfe diesmal fast bis zum zahn_47.59_11.03
Curi,blaubergrunde_47.61_11.76
cai56,andossi e cardinello_46.43_9.34
rkroebl,mit freunden zum piz campasc 2599 m_46.4_10.03
pame,an sgurr 394m hoechster punkt der insel eigg_56.89_-6.01
carpintero,wart sch ren n geliberg vorder und mittler leistchamm_47.16_9.21
ser59,succhello alben cima della croce_45.85_9.77
kardirk,eine unn tz e berschreitung_47.53_11.75
Urs,bogartenfirst_47.28_9.45
Bombo,altmann 2436m via s dkamin_47.22_9.36
Curi,friedberg und drumrum_48.37_11.01
Gherard,laubenstein_47.76_12.3
olethros,chli ch rpf r 937a partially_46.94_9.09
Menek,seefeldspitz 2717 mt e non solo part two_46.86_11.66
lila,cliff walk whitby robin hood s bay_54.44_-0.53
Chiemgauer,grund belh rner 2096m 2084m knittelhorn 2015m und dann noch einige mehr_47.6_12.82
Menek,peitlerkofel sass de putia 2875 mt a franco_46.66_11.81
ser59,p zo cavallo m cavallo c siltri p zo rotondo lemma occ p zo vallone foppone_46.05_9.67
igor,uri rotstock 2928m_46.87_8.55
ZvB,umrahmung des k llebachtals mit hochplatte_47.54_10.83
ZvB,am abgrund der angst w grat ruchenk pfe_47.65_11.92
SCM,yosemite national park_37.74_-119.57
SCM,kolob canyons im zion national park_37.43_-113.2
ser59,lago de places mouilin_45.91_7.51
Riosambesi,mont pelat 3050 m_44.25_6.71
morgan,lema e gradiccioli dal ponte di piero val veddasca_46.06_8.84
Stijn,piz blanch piz cam and piz duan_46.39_9.63
SCM,wanderung zum widforss point im grand canyon_36.2_-112.08
Linard03,la berra 1719m dem r stigrat entlang_46.67_7.23
Max64,punta terrarossa wasenhorn 3246m_46.26_8.06
SCM,wanderung zum bright angle point im grand canyon_36.2_-112.05
beppu,albristhorn 2762_46.48_7.49
beppu,geltenh tte sac 2003 m_46.38_7.34
Bergamotte,von burgdorf auf die lueg 887m_47.07_7.66
beppu,l tschenpass 2676 m_46.43_7.71
Geissbock,piz calmut_46.66_8.68
Geissbock,rund um die rheinquelle und lai da curnera_46.64_8.69
Andi_mit_i,schwarzenstein ber die berliner h tte_47.04_11.78
ser59,due notti al rifugio fallere_45.77_7.21
tricky,blick nach oben_46.46_8.73
brown,piz terri 3 149 una bella esperienza_46.59_9.01
SCM,island in the sky im canyonlands national park_38.46_-109.77
Alberto,pasubio nel corso del centenario in memoria di tutti i caduti_45.79_11.21
Menek,gambe rotte eppur bivacco ceco baroni 2800 mt val adam_46.11_10.52
Makubu,vom fellital ber die p rtlil cke nach bristen_46.74_8.69
SCM,hanging gardens the chains_36.94_-111.47
Geissbock,monte croce di muggio_46.06_9.33
olethros,vorder glarnisch_47.03_9.03
Geissbock,laghetti deleguaggio_46.07_9.43
rkroebl,piz bardella bis p 2747 und abbruch_46.48_9.71
joe,sulzfluh_47_9.85
bulbiferum,marsco_57.27_-6.15
Stijn,mittaghorn klettersteig_46.09_7.93
tignoelino,pizzo stella val formazza_46.34_8.45
Gabri,corno mud 2802m con suni e pure un pappagallo_45.88_7.98
83_Stefan,hinterer tajakopf 2408 m mittendrin statt nur dabei_47.37_10.95
Bergamotte,vanil noir 2389m pointe de paray 2375m_46.52_7.13
Roald,piz polaschin 3013 m ascent sw ridge descent se ridge_46.46_9.77
rkroebl,von weit her auf den piz umbrail 3033 m_46.55_10.42
paolo aaeabe,monte confinale 3370 m_46.43_10.53
Stijn,baltschieder klettersteig nasenl cher_46.33_7.86
Max64,bivacco glarey muggia 2850m e dintorni valle di cogne_45.62_7.46
Max64,punta tersiva 3512m_45.63_7.42
olethros,wiggis rautispitz_47.06_9.02
SCM,devil s garden im arches national park_38.74_-109.5
Makubu,piz beverin_46.64_9.38
Urs,s ntis_47.26_9.4
bulbiferum,marwees_47.27_9.43
Dodovogel,rundtour ab lipka pramen voly ky vl k men und sv tl hora_49.01_13.71
igor,super clariden 3268m_46.86_8.86
siso,monte leone h tte 2848 m cas_46.26_8.06
poudrieres,brienz vom see aufs horn_46.77_8.04
SCM,3 tage im yellowstone national park_44.42_-110.57
tignoelino,punta della scatta m 2720 val formazza_46.38_8.38
Bergfritz,saukarkopf 2048 m_47.25_13.22
Bergfritz,gro ellmaualm 1794 m_47.24_13.27
Menek,alla ricerca dello schwarzerspitz 2851 mt_46.98_12.08
lila,2 stobs auf der buachaille etive beag 925m und 958m_56.65_-4.97
Linard03,piz nuna 3124m_46.71_10.15
Urs,altmann_47.25_9.38
Dodovogel,von modrava auf den lusen_48.98_13.49
Dodovogel,vom lusen zur racheldiensth tte_48.95_13.47
ser59,galline gpii rif gemelli p val vegia_45.98_9.8
cai56,pizzo dosso cavallo_46.08_9.58
joe,platthorn_46.04_7.73
joe,h hbalmen_46.02_7.73
Andy84,gro e schafkarspitze 2532m nordgrat und ber die gramaiser spitze 2505m zum gro stein 2632m_47.26_10.51
Stijn,piz julier_46.48_9.76
morgan,pizzo di vogorno 2442m val verzasca_46.23_8.88
Max64,vacanza nella valle di rhemes becca della traversiere 3337m 2 day_45.51_7.06
Makubu,von andeer nach sufers mit abstechern_46.59_9.4
Chiemgauer,gro e bischofsm tze 2458m durch m tzenschlucht_47.49_13.52
Max64,vacanza nella valle di rhemes punta basei 3338m 3 day_45.51_7.1
Roald,piz murtelet 3019 m bike hike from sertig_46.7_9.87
Alberto C.,punta valnera m 2754 valle di ayas_45.77_7.78
Bergamotte,crap grond 3195m und cavistrau pign 3219m ab val frisal_46.8_9.01
brown,piz beverin 2 998 mt_46.64_9.38
milan,saum 1627m ber die vorder h hi ab stein sg_47.18_9.21
ser59,monti cimetto verrobbio nebbia ponteranica or colombarolo_46.04_9.61
Linard03,piz polaschin 3013m_46.46_9.77
danicomo,punta terrarossa m 3246 sempione_46.26_8.06
Menek,caro georg stavolta ho salvato le chiappe morgenkofel 3073 mt_46.87_12.03
olethros,parpaner rothorn_46.74_9.58
rkroebl,gratwandern am rophaien 2078 m und bneter st ckli 2087 m_46.94_8.67
zar,punta marinelli 3182m_46.33_9.91
dominik,ultra trailrun von susten vs aufs ssere barrhorn 3610m und retour_46.22_7.7
Menek,invece del divano bivacco la plana e bivacco testa ma belli scialli_45.85_9.81
Schneemann,gmeinenwish chi 1818m neuenalpspitz 1816m von lutertannen_47.22_9.26
tignoelino,punta del forno m 2919 val formazza_46.38_8.37
ser59,punta tersiva_45.63_7.42
CampoTencia,alp flix kanonensattel murt r_46.5_9.64
أجنبي,hangendgletscherhorn 3292m_46.63_8.2
Makubu,wissmilen spitzmeilen_47.05_9.24
siso,piz della pal 3172 m_46.48_9.44
Bombo,griggeler 2021m b lmeten 2416m_46.85_8.68
Max64,tour ponton 3102m anello nella conca del dondena_45.61_7.52
Bikyfi,gs r berschreitung zum albristhorn_46.5_7.52
bula_f,sonntagshorn nordgrat und berschreitung der reifelberge_47.7_12.68
stellino,per cengie esposte_46.54_8.99
maawaa,kinbergrunde ruine homburg 635m_47.8_8.95
brown,pizzo stella 3 163 mt_46.39_9.4
martynred,torrione del cinquantenario e spigolo marimonti 130 d iv_45.91_9.38
Gabri,galehorn 2797m un rilassante giro ad anello_46.23_8
Poge,pizzo cengalo_46.27_9.59
Makubu,sigriswiler rothorn_46.72_7.74
Giaco,b ttelmatthorn_46.46_8.37
viciox,monte penna 1735 m_44.46_9.47
Linard03,piz griatschouls 2972m_46.62_9.96
Gherard,vorderskopf sp ter antrittsbesuch beim w chter des ri tals_47.49_11.45
Giaco,pizzo d erna via ferrata gamma 1_45.86_9.44
أجنبي,kreuzspitze 3457m_46.82_10.89
Giaco,monteviasco giro da curiglia_46.07_8.83
Giaco,cima dell uomo_46.21_8.92
Schneemann,naafkopf 2570m malbuner gipfelrunde_47.08_9.61
peter86,pointe de chaligne 2607 m e pointe de metz 2553m anello da buthier_45.78_7.25
amphibol,upper mustang_28.96_83.88
أجنبي,similaun 3606m_46.79_10.88
Alberto C.,pizzo arera m 2512 anello dalle baite di mezzeno_45.95_9.81
MatthiasG,valkastiele und gottvater_47.12_9.79
Stijn,col dala pieres piz duleda_46.59_11.77
Roald,piz albana 3100 m_46.47_9.78
tricky,klettern am guferstock_46.74_8.46
tricky,no grat berschreitung schlieren uri rotstock_46.88_8.53
igor,top of ticino adula o rheinwaldhorn 3402m dalla via malvaglia salita dalla val carassina_46.52_9
Stijn,f richhorn bigerhorn balfrin ulrichshorn nadelhorn_46.16_7.84
siso,cima del simano 2580 m_46.44_8.99
Krokus,naafkopf grenzpyramide im blumenmeer_47.08_9.61
أجنبي,wildspitze 3770m_46.88_10.88
Tony.,gadental braunarlspitze_47.24_10.02
xaendi,quinten gocht leistch mme_47.14_9.22
Roald,across lenzer horn 2906 m_46.72_9.58
Snowfinchen,pic de tristaina einer in andorra muss sein_42.64_1.49
HartwigB,klettersteig k llenspitze_47.49_10.62
Urs,altmann_47.26_9.4
Snowfinchen,sestrales bajo sestrales alto und anisclo canyon mach aus vier rother touren eine_42.59_0.07
Schneemann,gamsberg ostgipfel 2360m via kamin aka gleis_47.15_9.38
joe,mt pisgah_35.42_-82.75
joe,mount kephart mount ambler und jumpoff_35.62_-83.41
MunggaLoch,j che und k pfe oberhalb fiss und serfaus_47.06_10.57
rkroebl,ost west berschreitung rigi hoflue 1698 m_47.01_8.56
beppu,graustock 2662 m_46.79_8.32
Max64,pizzo montalto 2705m traversata valle antrona_46.09_8.13
ser59,i canti valbona resegone creste nord_45.87_9.5
zasf,rammelstein montone 2483m_46.83_12.03
ser59,alb belvedere campolaro bazena m frerone_45.93_10.38
Bergamotte,w spen und griessst cke_46.84_8.79
maawaa,fl scherbergtraverse_47.04_9.5
MichaelG,f rstenlager runde_49.7_8.64
cai56,rifugio chiavenna all angeloga_46.41_9.38
Nik Brückner,nadlenwegli schafbergspitz f hlenbettert rm und versuch am westlichen l chli freiheitturm_47.25_9.4
Francesco,cima di garina 2780 m sasso lanzone cima ovest 2814 m_46.57_8.9
milan,biberkopf 2599m von lechleiten_47.26_10.22
Andi_mit_i,tztaler kreuzspitze noch keine wandertour_46.81_10.88
dropsman,preikestolen_58.99_6.16
cristina,corno vitello 3056 m e gran cima 3023 m_45.78_7.78
dropsman,trolltunga trollzunge_60.13_6.69
siso,passo s del ramulazz 2615 m_46.41_9.06
MatthiasG,galinakopf_47.17_9.63
joe,mt mitchell_35.76_-82.27
Urs,lyfispitz_46.52_10.7
MatthiasG,mottakopf auf umwegen_47.08_9.72
siso,filzenkogel 2227 m_47.15_11.87
martynred,pizzo ligoncio 3 033 m valle dei ratti_46.22_9.51
tignoelino,cistella i tecch_46.25_8.27
MatthiasG,nadlenspitz und f hlenschafberg_47.25_9.4
MatthiasG,fundelkopf von brand_47.1_9.71
dropsman,von gjenderheim nach memurubu und zur ck ber den besseggen_61.49_8.72
dropsman,galdh ppigen oder neuschnee im juli_61.63_8.36
siso,plauener h tte 2364 m dav_47.12_12.07
genepi,une longue travers e et deux cols_46.43_6.99
joe,ber den nw grat auf den dilitschchopf_47.26_7.48
ser59,piz san gian piz da l ova cotshana_46.47_9.84
genepi,monte torrigia_46.11_8.56
veget,lago di alpa laggintal_46.16_8.07
morgan,traversata lema tamaro_46.07_8.84
ser59,sass queder piz trovat m pers_46.42_9.97
Alberto C.,rifugio coda m 2280 e punta sella m 2315 anello da coumarial_45.63_7.89
Max64,vacanza al devero bocchetta d arbola 2 day_46.35_8.3
cappef,tochuhorn 2661 m_46.25_8.01
Max64,vacanza al devero torre di geisspfad sud 2772m 3 day_46.34_8.27
siso,maxh tte 1445 m_47.09_11.8
Gabri,roisetta roisetta cima sud 3324 m e cima nord 3332 m da cheneil_45.87_7.66
Stijn,schwarz grat b lmeten_46.85_8.69
Stijn,f renst ckli roggenstock at sunset_47.03_8.79
tignoelino,bocchetta della valle al devero con rot_46.33_8.3
Lucia,punta del sabbione val formazza_46.42_8.34
viciox,monte tau blanc 3438 m_45.5_7.14
martynred,bettelmatt race 22 km 750 d in realt 1090 d_46.44_8.41
pame,cairnwell east 4 munros zum preis von einem_56.9_-3.35
ZvB,rocks around the clock in den s dlichsten ammergauern_47.43_10.85
giorgio59m,pizzo dell uomo relax e grandi panorami_46.56_8.78
cristina,cima d asta 2847 m_46.16_11.59
Bergamotte,spitzen horen 2110m hoch geissberg 2395m ab wilerli_46.83_8.61
bula_f,berschreitung des laliderer falk vom blausteig ins falkenkar_47.44_11.53
veget,bel giro inaspettato in val vigezzo_46.19_8.48
cristina,poker 1 o 3_46.44_10.74
siso,olperer h tte 2389 m dav_47.04_11.69
cai56,rifugio alpe granda_46.19_9.65
tricky,widderalpst ck_47.25_9.44
tricky,freiheit und hundstein berschreitung_47.25_9.4
tricky,sch nis rundtour_47.15_9.07
genepi,zur ck nach hause_46.34_8.23
83_Stefan,kampenwand 1664 m von kleinen und gro en spr cheklopfern_47.76_12.35
martynred,monte barro 922 m da malgrate_45.84_9.38
rkroebl,rund um und auf den wannenstock 1851 m_47.05_8.83
Sascha78,all acqua ried brig_46.48_8.44
siso,zittauer h tte 2328 m oeav_47.18_12.11
Bikyfi,ruhiger zufluchtsort hoh brisen 2413m_46.91_8.45
PStraub,an der schilt westflanke zu melsersandstein und laubenweg_47.04_9.09
veget,punta d orogna mt 2474_46.3_8.24
genepi,albrun aber anders_46.35_8.25
cappef,giro del gries val formazza_46.44_8.41
Krokus,palfries kurhaus sennis l sis walenstadt_47.11_9.37
Menek,va bene che la prima va in vacca ma poi frerone_45.93_10.42
83_Stefan,teufelst ttkopf 1758 m ammergauer filetspitzen_47.59_11.02
tignoelino,punta valgrande val divedro_46.22_8.16
ser59,m gel m de la balme_45.89_7.39
maawaa,eichbergrunde_48.12_7.87
Patrik Dentsch,barfuss von warth nach schr cken_47.25_10.13
jkuks,pizzo albiona quasi e pizzo del mezzod_46.19_8.24
siso,berliner h tte 2042 m dav_47.04_11.78
danicomo,cime dei forni m 3232 3240 3247 traversata ovest est alta valtellina_46.43_10.55
Makubu,ammertenspitz aeugi lowa weg_46.45_7.54
cai56,via del ferro_46.15_9.15
Menek,monte mezzeno e monte delle galline con la premiata ditta teocoli jenny_45.97_9.81
Francesco,piz duleda 2909 m_46.58_11.77
Poge,petit e grand tournalin cima nord_45.86_7.71
Bombo,leventina ost_46.49_8.85
rkroebl,von brugg auf die staffelegg_47.46_8.13
rkroebl,rundtour von samstagern an die sihl_47.18_8.66
amphibol,ralligst ck und spitzi flue by fair means_46.72_7.74
Mueri,m rtschenstock fulen 2410m via fynns weg neue wege zu alten zielen_47.09_9.15
Daniele,per la lunga val quarazza bivacco lanti 2150 m_45.94_7.97
Bikyfi,rund um die lobhornh tte schwalmere_46.61_7.85
beppu,bunderspitz 2546 m_46.49_7.61
pepe66,firner loch momentan kritisch wegen schneeplatte und l ckistock_46.89_8.89
Bertrand,sass di pesgunfi val di mello via scoobidoo_46.23_9.63
viciox,piz d eus 1730 m_46.26_8.86
zar,alta luce hochlicht 3185 m_45.87_7.83
Barbacan,pizzo arera tra sole e nuvole_45.93_9.8
Geissbock,herbsttour vom oberalp zum lucmanierpass_46.61_8.68
tignoelino,punta battisti balcone sulla est del monte rosa_45.96_7.93
igor,into the wild cima di cregnell 2528m_46.25_8.54
Poge,punta boiretto punta lazin monte arzola_45.45_7.46
Giaco,piz terri_46.58_8.99
Roald,piz toissa 2657 m and curv r pintg da taspegn_46.62_9.52
ser59,frerone terre fredde galliner da braone_45.97_10.39
gmonty,traversata scaiee poncione alnasca e qualche cima in mezzo_46.31_8.83
Roald,piz curv r 2972 m from sars_46.61_9.52
Stijn,brienzergrat xl kaiserstuhl ow harder kulm_46.76_8.01
Krokus,von st cergue bis borex nyon etappe 17 jura h henweg_46.41_6.14
Andi_mit_i,narrenkopf hocheder und rietzer grieskogel 5 rundtour im sellrain_47.26_11.06
cai56,oratorio dei sette fratelli_46.17_9.54
gbal,come inventarsi una gita traversata del campo dei fiori_45.86_8.75
pboehi,chammhalde girenspitz s ntis_47.26_9.33
Max64,punta valnera 2754m punta valfredda 2944m anello da estoul val d ayas_45.78_7.78
D!nu,via rotbach auf die krienseregg_47.02_8.25
poudrieres,vom br nigpass ber den gibel zum g pfi_46.8_8.17
Poge,becca di viou e mont mary_45.79_7.36
Ans,dal vivione al belviso_46.03_10.14
Bergamotte,rundtour um seeben mit s chsmoor_47.07_9.24
Dodovogel,zum ersten mal im chablais grande jumelle_46.35_6.82
viciox,monte toroi 2164 m passo columbe 2381 m passo del sole 2376 m_46.54_8.81
viciox,cima dell oress 1706 m cima mos 1727 m cima fojorina 1810 m_46.07_9.05
CampoTencia,wildhuser schofberg_47.22_9.35
Gabri,cima ovest del piccolo altare_45.89_7.98
Francesco,pizzo vogorno 2442 m_46.22_8.91
carpintero,alp sigel und borgartenfirst_47.28_9.44
Menek,una mattina quasi da stracciapalle e un pomeriggio in fuga sul corno zuccone_45.9_9.54
tricky,rautispitz nordost grat_47.08_9.02
tricky,mythen kletter berquerung_47.03_8.7
Daniele,lago sabbioni 2500 m val formazza_46.43_8.38
ZvB,nachsitzen im karwendel teufelskopf_47.4_11.54
milan,via spluga von thusis nach chiavenna ein kulturhistorischer s umerweg_46.65_9.44
kardirk,h llenstein einsamer riese ber dem tuxer tal_47.13_11.73
igor,cameriere un bicchiere di rosso rosso di ribia_46.25_8.54
tignoelino,pizzo tignaga valle anzasca_45.94_8.09
Makubu,rigidalstock_46.85_8.42
Menek,singing in the rain a beautiful shit_45.93_10.43
Giaco,cristallina_46.47_8.56
Ans,passo ezendola_46_10.18
giorgio59m,quasi q2553 piz arbeola q2600_46.45_9.18
SCM,von salgesch zum tourbillon_46.26_7.46
carpintero,widderalpst ck und hundstein_47.27_9.42
maawaa,hochalbpfade ii tieringer h rnle_48.21_8.88
83_Stefan,weitlahnerkopf 1615 m quod licet jovi non licet bovi_47.73_12.32
ser59,pizzo rabbioso m gioco_45.84_9.69
Andi_mit_i,sonnenuntergangstour auf den schafreuter_47.51_11.47
Poge,monte rosso d ala di stura e torrione di lagoscuro_45.29_7.29
Chiemgauer,regalpturm 2226 ber direkten leuchsweg den pionieren nacheifern_47.54_12.34
Makubu,jurawanderung_47.26_7.54
Gherard,geigelstein von huben_47.7_12.31
Giaco,pizzo barone_46.38_8.77
ser59,18 20 agosto 2012 ai piedi del cervino_45.92_7.61
Riosambesi,char de la turche 2011 m_45.54_6.36
Bergamotte,huetstock 2676m n nalphorn 2385m_46.82_8.31
Gabri,val vertova l acqua e il suo magico rumore_45.83_9.79
cappef,pizzo marona 2051 m_46.01_8.54
Andragon,diethelm ein erster bericht_47.1_8.83
Stijn,lauiberg at sunset_47.02_8.86
xrs1959,5 seenweg zermatt_46.01_7.79
xrs1959,riffelseeweg_45.99_7.76
Stijn,b elenhorn_46.66_9.75
Poge,rosso di ribia cima sw m 2547_46.25_8.56
Krokus,trutg dil flem tosende wasser und blumenpracht_46.85_9.26
ser59,4 5 6 agosto 2012 3 giorni in val passiria_46.78_11.06
igor,pizzo bomb gn 2330 6m_46.31_8.5
83_Stefan,sonnenspitz 1281 m finale_47.64_11.37
Gherard,ro alm von grattenbach_47.71_12.31
cristina,anello alla panarotta_46.07_11.35
cristina,e come ulisse approdammo a cima mughera 1161 m_45.82_10.78
Bikyfi,grand chavalard 2899m ab l eri_46.17_7.12
ser59,tre giorni in val di lanzo_45.3_7.15
rbaumann,silberen bei bestem wetter und sch nen bedingungen_47_8.89
siso,monte prosa 2737 m_46.56_8.57
Poge,cima di olino e cima d agrella da primaluna_46_9.44
igor,boglia con temporale_46.01_8.98
igor,pizzo cramalina 2321 9m_46.24_8.62
Bombo,napf 1406m von holzw ge_47.01_7.97
pm1996,canalone caimi sent cecllia sent giorgio_45.92_9.38
Sky,pizzo dell uomo 2686 m e siwerbenhorn 2764 m_46.56_8.54
